0,0,0
0.0714286,0,0
0.142857,0,0
0.214286,0,0
0.285714,0,0
0.357143,0,0
0.428571,0,0
0.5,0,0
0.571429,0,0
0.642857,0,0
0.714286,0,0
0.785714,0,0
0.857143,0,0
0.928571,0,0
1,0,0
0,0.0714286,0
0.0714286,0.0714286,-3.95406e+22
0.142857,0.0714286,2.92122e+22
0.214286,0.0714286,-1.75011e+22
0.285714,0.0714286,7.78769e+21
0.357143,0.0714286,-5.33229e+21
0.428571,0.0714286,-1.40973e+22
0.5,0.0714286,5.6175e+22
0.571429,0.0714286,-3.13548e+22
0.642857,0.0714286,-5.62948e+22
0.714286,0.0714286,4.51928e+22
0.785714,0.0714286,-8.69574e+22
0.857143,0.0714286,2.34113e+23
0.928571,0.0714286,3.19161e+21
1,0.0714286,0
0,0.142857,0
0.0714286,0.142857,3.82868e+20
0.142857,0.142857,-2.772e+20
0.214286,0.142857,1.46631e+20
0.285714,0.142857,-5.20372e+19
0.357143,0.142857,4.83294e+19
0.428571,0.142857,-1.34937e+20
0.5,0.142857,4.28372e+19
0.571429,0.142857,3.31414e+20
0.642857,0.142857,-4.02533e+20
0.714286,0.142857,1.67454e+20
0.785714,0.142857,-1.91419e+20
0.857143,0.142857,1.59893e+20
0.928571,0.142857,-9.58664e+19
1,0.142857,0
0,0.214286,0
0.0714286,0.214286,-6.30729e+20
0.142857,0.214286,-2.54575e+20
0.214286,0.214286,5.1498e+20
0.285714,0.214286,-1.05889e+20
0.357143,0.214286,-2.8884e+20
0.428571,0.214286,3.00531e+20
0.5,0.214286,-8.65725e+18
0.571429,0.214286,-7.42059e+20
0.642857,0.214286,1.09084e+21
0.714286,0.214286,1.50462e+21
0.785714,0.214286,-5.25085e+21
0.857143,0.214286,5.27208e+21
0.928571,0.214286,-3.59285e+21
1,0.214286,0
0,0.285714,0
0.0714286,0.285714,2.54959e+21
0.142857,0.285714,-2.22263e+21
0.214286,0.285714,6.74903e+20
0.285714,0.285714,-2.3151e+20
0.357143,0.285714,2.0859e+20
0.428571,0.285714,2.91921e+20
0.5,0.285714,3.08082e+19
0.571429,0.285714,1.15459e+20
0.642857,0.285714,-6.62096e+20
0.714286,0.285714,-1.98934e+21
0.785714,0.285714,9.59875e+20
0.857143,0.285714,9.60283e+21
0.928571,0.285714,-1.59334e+22
1,0.285714,0
0,0.357143,0
0.0714286,0.357143,-1.35553e+20
0.142857,0.357143,4.00387e+19
0.214286,0.357143,1.36798e+20
0.285714,0.357143,-4.57129e+20
0.357143,0.357143,1.3669e+20
0.428571,0.357143,4.02787e+20
0.5,0.357143,-4.41947e+20
0.571429,0.357143,3.06975e+20
0.642857,0.357143,2.3485e+19
0.714286,0.357143,2.06465e+20
0.785714,0.357143,-2.00449e+21
0.857143,0.357143,1.73223e+21
0.928571,0.357143,3.91225e+21
1,0.357143,0
0,0.428571,0
0.0714286,0.428571,8.18745e+20
0.142857,0.428571,3.98929e+19
0.214286,0.428571,-2.59177e+20
0.285714,0.428571,2.66269e+20
0.357143,0.428571,9.48542e+19
0.428571,0.428571,1.00486e+19
0.5,0.428571,-1.48291e+20
0.571429,0.428571,-8.61538e+19
0.642857,0.428571,-8.48038e+19
0.714286,0.428571,2.15633e+20
0.785714,0.428571,-7.30265e+20
0.857143,0.428571,1.41208e+21
0.928571,0.428571,-2.73605e+20
1,0.428571,0
0,0.5,0
0.0714286,0.5,-8.14049e+21
0.142857,0.5,-5.83487e+21
0.214286,0.5,-3.91266e+20
0.285714,0.5,-3.80685e+21
0.357143,0.5,3.56157e+19
0.428571,0.5,-4.11122e+20
0.5,0.5,1.04361e+21
0.571429,0.5,-1.52109e+21
0.642857,0.5,1.46226e+21
0.714286,0.5,2.9366e+21
0.785714,0.5,5.64893e+20
0.857143,0.5,6.28888e+21
0.928571,0.5,7.25215e+21
1,0.5,0
0,0.571429,0
0.0714286,0.571429,-7.80352e+20
0.142857,0.571429,1.41385e+21
0.214286,0.571429,-6.7524e+20
0.285714,0.571429,1.13816e+20
0.357143,0.571429,-4.70982e+19
0.428571,0.571429,-9.54851e+19
0.5,0.571429,6.1576e+19
0.571429,0.571429,-4.04926e+18
0.642857,0.571429,-6.77421e+19
0.714286,0.571429,8.96295e+19
0.785714,0.571429,1.8508e+20
0.857143,0.571429,-6.06613e+20
0.928571,0.571429,1.57222e+21
1,0.571429,0
0,0.642857,0
0.0714286,0.642857,-6.27839e+21
0.142857,0.642857,1.04166e+22
0.214286,0.642857,-5.88713e+21
0.285714,0.642857,4.82246e+20
0.357143,0.642857,-4.64266e+20
0.428571,0.642857,3.03905e+20
0.5,0.642857,1.12775e+21
0.571429,0.642857,-5.12194e+20
0.642857,0.642857,-3.5501e+20
0.714286,0.642857,1.16244e+21
0.785714,0.642857,-1.82004e+21
0.857143,0.642857,7.75698e+20
0.928571,0.642857,-1.48095e+21
1,0.642857,0
0,0.714286,0
0.0714286,0.714286,3.59241e+21
0.142857,0.714286,-1.23391e+21
0.214286,0.714286,5.08787e+20
0.285714,0.714286,-4.13983e+20
0.357143,0.714286,2.18047e+20
0.428571,0.714286,-1.051e+20
0.5,0.714286,-3.99172e+19
0.571429,0.714286,5.88479e+19
0.642857,0.714286,1.13167e+20
0.714286,0.714286,-1.10678e+20
0.785714,0.714286,-6.70607e+19
0.857143,0.714286,3.0239e+20
0.928571,0.714286,-7.29661e+20
1,0.714286,0
0,0.785714,0
0.0714286,0.785714,2.80823e+21
0.142857,0.785714,-3.0912e+21
0.214286,0.785714,1.28945e+21
0.285714,0.785714,3.80978e+19
0.357143,0.785714,-4.75245e+20
0.428571,0.785714,6.10551e+20
0.5,0.785714,-3.03215e+20
0.571429,0.785714,-3.75653e+19
0.642857,0.785714,1.30608e+20
0.714286,0.785714,-2.50951e+20
0.785714,0.785714,3.1625e+20
0.857143,0.785714,1.7244e+20
0.928571,0.785714,-1.1451e+21
1,0.785714,0
0,0.857143,0
0.0714286,0.857143,5.41755e+21
0.142857,0.857143,-2.49105e+21
0.214286,0.857143,5.10654e+20
0.285714,0.857143,2.96425e+17
0.357143,0.857143,2.6057e+20
0.428571,0.857143,-2.73576e+20
0.5,0.857143,-1.74093e+18
0.571429,0.857143,5.03252e+19
0.642857,0.857143,8.08035e+19
0.714286,0.857143,-1.08835e+20
0.785714,0.857143,-6.28879e+19
0.857143,0.857143,3.72324e+20
0.928571,0.857143,-6.60721e+20
1,0.857143,0
0,0.928571,0
0.0714286,0.928571,-2.36763e+23
0.142857,0.928571,9.01449e+22
0.214286,0.928571,2.32088e+22
0.285714,0.928571,-2.18456e+22
0.357143,0.928571,1.15471e+22
0.428571,0.928571,2.03952e+21
0.5,0.928571,-1.21353e+22
0.571429,0.928571,-4.59012e+21
0.642857,0.928571,1.13156e+22
0.714286,0.928571,-5.52321e+21
0.785714,0.928571,7.75961e+21
0.857143,0.928571,-1.69717e+22
0.928571,0.928571,2.73986e+22
1,0.928571,0
0,1,0
0.0714286,1,0
0.142857,1,0
0.214286,1,0
0.285714,1,0
0.357143,1,0
0.428571,1,0
0.5,1,0
0.571429,1,0
0.642857,1,0
0.714286,1,0
0.785714,1,0
0.857143,1,0
0.928571,1,0
1,1,0
